album_name,track_title,track_n,lyric,line
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Ditch the clowns, get the crown, baby, I'm the one to beat",11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Cause the sign on your heart said it's still reserved for me,12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Honestly, who are we to fight the alchemy?",13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Hey, you",14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,What if I told you we're cool?,15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,That child's play back in school is forgiven under my rule,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,I haven't come around in so long,17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,But I'm making a comeback to where I belong,18
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,So when I,19
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Touch down, call the amateurs and cut 'em from the team",20
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Ditch the clowns, get the crown, baby, I'm the one to beat",21
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Cause the sign on your heart said it's still reserved for me,22
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Honestly, who are we to fight the alchemy?",23
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"These blokes warm the benches, we been on a winning streak",24
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"He jokes that it's heroin but this time with an ""E""",25
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Cause the sign on your heart said it's still reserved for me,26
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Honestly, who are we to fight the alchemy?",27
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Shirts off, and your friends lift you up over their heads",28
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Beer sticking to the floor, cheers chanted 'cause they said",29
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"There was no chance, tryna be the greatest in the league",30
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Where's the trophy?,31
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,He just comes running over to me,32
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Touch down, call the amateurs and cut 'em from the team",33
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Ditch the clowns, get the crown, baby, I'm the one to beat",34
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Cause the sign on your heart said it's still reserved for me,35
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Honestly, who are we to fight the alchemy?",36
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"These blokes warm the benches, we been on a winning streak",37
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"He jokes that it's heroin but this time with an ""E""",38
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,Cause the sign on your heart said it's still reserved for me,39
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,"Honestly, who are we to fight the alchemy?",40
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,This happens once every few lifetimes,41
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Alchemy,15,These chemicals hit me like white wine,42
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""You look like Clara Bow",1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"In this light, remarkable",2
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"All your life, did you know",3
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"You'd be picked like a rose?""",4
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""I'm not trying to exaggerate",5
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,But I think I might die if it happened,6
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Die if it happened to me,7
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,No one in my small town,8
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Thought I'd see the lights of Manhattan""",9
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""This town is fake, but you're the real thing",10
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Breath of fresh air through smoke rings,11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Take the glory, give everything",12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Promise to be dazzling""",13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""You look like Stevie Nicks",14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"In '75, the hair and lips",15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Crowd goes wild at her fingertips,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Half moonshine, a full eclipse""",17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""I'm not trying to exaggerate",18
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,But I think I might die if I made it,19
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Die if I made it,20
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,No one in my small town,21
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Thought I'd meet these suits in L.A.,22
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"They all wanna say""",23
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""This town is fake, but you're the real thing",24
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Breath of fresh air through smoke rings,25
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Take the glory, give everything",26
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Promise to be dazzling""",27
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""The crown is stained, but you're the real queen",28
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Flesh and blood amongst war machines,29
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,You're the new God we're worshipping,30
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Promise to be dazzling""",31
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Beauty is a beast that roars,32
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Down on all fours,33
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Demanding, ""More""",34
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Only when your girlish glow,35
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Flickers just so,36
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,Do they let you know?,37
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,It's hell on earth to be heavenly,38
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"Them's the breaks, they don't come gently",39
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"""You look like Taylor Swift",40
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"In this light, we're loving it",41
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,You've got edge she never did,42
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Clara Bow,16,"The future's bright, dazzling""",43
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,"I am someone who, until recent events",1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,You shared your secrets with,2
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And your location,3
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,You forgot to turn it off,4
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And so I watch as you walk,5
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Into some bar called The Black Dog,6
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And pierce new holes in my heart,7
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,You forgot to turn it off,8
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And it hits me,9
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,I just don't understand,10
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,How you don't miss me,11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,In The Black Dog,12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,When someone plays 'The Starting Line' and you jump up,13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,But she's too young to know this song,14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,That was intertwined in the magic fabric of our dreaming,15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Old habits die screaming,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,I move through the world with the heartbroken,17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,My longings stay unspoken,18
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And I may never open up the way I did for you,19
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And all of those best laid plans,20
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,You said I needed a brave man,21
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Then proceeded to play him,22
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Until I believed it too,23
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And it kills me,24
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,I just don't understand,25
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,How you don't miss me,26
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,In the shower,27
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And remember,28
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,How my rain-soaked body was shaking,29
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Do you hate me?,30
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Was it hazing?,31
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,For a cruel fraternity I pledged,32
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And I still mean it,33
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Old habits die screaming,34
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Six weeks of breathing clean air,35
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,I still miss the smoke,36
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Were you making fun of me with some esoteric joke?,37
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Now I want to sell my house and set fire to all my clothes,38
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And hire a priest to come and exorcise my demons,39
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Even if I die screaming,40
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And I hope you hear it,41
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And I hope it's shitty,42
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,In The Black Dog,43
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,When someone plays The Starting Line and you jump up,44
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,But she's too young to know this song,45
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,That was intertwined in the tragic fabric of our dreaming,46
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Cause tail between your legs you're leaving,47
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,And I still can't believe it,48
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Cause old habits die screaming,49
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Lilac short skirt,1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,The one that fits me like skin,2
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Did your research,3
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,You knew the price goin' in,4
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,"And I'll tell you one thing, honey",5
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,"I can tell when somebody still wants me, come clean",6
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,"Standing at the bar like something's funny, bubbly",7
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,"Once you fix your face, I'm goin' in",8
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Black Dog,17,Whether I'm gonna be your wife or,9
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Gonna smash up your bike, I",10
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Haven't decided yet,11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Whether I'm gonna curse you out or,13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Take you back to my house, I",14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Haven't decided yet,15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I hear the whispers in your eyes,17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I'll make you wanna think twice,18
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,You'll find that you were never not mine,19
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,You're mine,20
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Small talk, big love",21
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Act like I don't care what you did,22
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I'm an Aston Martin,23
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,That you steered straight into the ditch,24
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Then ran and hid,25
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"And I'll tell you one thing, honey",26
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I can take the upper hand and touch your body,27
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Flip the script and leave you like a dumb house party,28
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Or I might just love you 'til the end,29
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Whether I'm gonna be your wife or,30
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Gonna smash up your bike, I",31
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Haven't decided yet,32
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,33
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Whether I'm gonna flip you off or,34
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Pull you into the closet,35
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I haven't decided yet,36
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,37
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I hear the whispers in your eyes,38
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"I'll make you wanna think twice, you'll find",39
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,That you were never not mine,40
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,You're mine,41
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"I can feel it comin', hummin' in the way you move",42
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Push the reset button, we're becoming something new",43
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Say you got somebody, I'll say, ""I got someone too""",44
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Even if it's handcuffed, I'm leaving here with you",45
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Bygones will be bygone eras fadin' into gray,46
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,We broke all the pieces but still want to play the game,47
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Told my friends, ""I hate you but I love you just the same""",48
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Pick your poison, babe",49
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I'm poison either way,50
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Whether I'm gonna be your wife or,51
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Gonna smash up your bike, I",52
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Haven't decided yet,53
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,54
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Whether I'm gonna curse you out or,55
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,"Take you back to my house, I",56
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,Haven't decided yet,57
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,But I'm gonna get you back,58
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I hear the whispers in your eyes,59
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I'll make you wanna think twice,60
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,You'll find that you were never not mine,61
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,imgonnagetyouback,18,I'm gonna get you back,62
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Wise men once said,1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,"""Wild winds are death to the candle""",2
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,A rose by any other name is a scandal,3
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,"Cautions issued, he stood",4
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Shooting the messengers,5
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,They tried to warn him about her,6
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Cross your thoughtless heart,7
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Only liquor anoints you,8
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She's the albatross,9
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She is here to destroy you,10
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Wise men once said,11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,"""One bad seed kills the garden""",12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,"""One less temptress",13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,"One less dagger to sharpen""",14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Locked me up in towers,15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,But I'd visit in your dreams,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And they tried to warn you about me,17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Cross your thoughtless heart,18
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Only liquor anoints you,19
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She's the albatross,20
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She is here to destroy you,21
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Devils that you know,22
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Raise worse hell than a stranger,23
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She's the death you chose,24
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,You're in terrible danger,25
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And when that sky rains fire on you,26
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And you're persona non grata,27
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,I'll tell you how I've been there too,28
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And that none of it matters,29
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Wise men once read fake news,30
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And they believed it,31
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Jackals raised their hackles,32
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,You couldn't conceive it,33
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,You were sleeping soundly when they dragged you from your bed,34
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And I tried to warn you about them,35
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,So I crossed my thoughtless heart,36
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Spread my wings like a parachute,37
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,I'm the albatross,38
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,I swept in at the rescue,39
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,The devil that you know,40
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,Looks now more like an angel,41
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,I'm the life you chose,42
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,And all this terrible danger,43
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,So cross your thoughtless heart,44
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She's the albatross,45
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,The Albatross,19,She is here to destroy you,46
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Your hologram stumbled into my apartment,1
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Hands in the hair of somebody in darkness,2
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Named Chloe or Sam or Sophia or Marcus,3
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,And I just watched it happen,4
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,As the decade would play us for fools,5
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,And you saw my bones out with somebody new,6
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Who seemed like he would've bullied you in school,7
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,And you just watched it happen,8
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,"If you want to break my cold, cold heart",9
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,"Just say, ""I loved you the way that you were""",10
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,If you want to tear my world apart,11
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Just say you've always wondered,12
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,You said some things that I can't unabsorb,13
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,You turned me into an idea of sorts,14
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,"You needed me, but you needed drugs more",15
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,And I couldn't watch it happen,16
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,"I changed into goddesses, villains, and fools",17
THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Chloe or Sam or Sophia or Marcus,20,Changed plans and lovers and outfits and rules,18
